timestep,P_norm,Q_norm
0.08333333333333333,0.14325068870523416,0.18484288354898337
0.16666666666666666,0.1487603305785124,0.18484288354898337
0.25,0.15151515151515152,0.18484288354898337
0.3333333333333333,0.15426997245179064,0.18484288354898337
0.41666666666666663,0.15702479338842976,0.18484288354898337
0.5,0.15426997245179064,0.18484288354898337
0.5833333333333333,0.15426997245179064,0.18484288354898337
0.6666666666666666,0.15426997245179064,0.18484288354898337
0.75,0.15151515151515152,0.18484288354898337
0.8333333333333333,0.15426997245179064,0.18484288354898337
