timestep,P_norm,Q_norm
0.08333333333333333,0.0,0.0
0.16666666666666666,0.0,0.0
0.25,0.0,0.0
0.3333333333333333,0.0,0.0
0.41666666666666663,0.0,0.0
0.5,0.0,0.0
0.5833333333333333,0.0,0.0
0.6666666666666666,0.0,0.0
0.75,0.0,0.0
0.8333333333333333,0.0,0.0
